id_tinka,date,lucky_numbers,check,b_one,b_two,b_three,b_four,b_five,b_six,yapa,sio_si
0609,2005-05-29,10 - 37 - 33 - 03 - 18 - 35,"03, 10, 18, 33, 35, 37",10,37,33,3,18,35,20,
0608,2005-05-25,16 - 24 - 29 - 08 - 36 - 40,"08, 16, 24, 29, 36, 40",16,24,29,8,36,40,27,
0607,2005-05-22,25 - 22 - 44 - 38 - 33 - 42,"22, 25, 33, 38, 42, 44",25,22,44,38,33,42,43,
0606,2005-05-18,28 - 16 - 05 - 23 - 06 - 35,"05, 06, 16, 23, 28, 35",28,16,5,23,6,35,1,
0605,2005-05-15,34 - 06 - 04 - 45 - 41 - 17,"04, 06, 17, 34, 41, 45",34,6,4,45,41,17,1,
0604,2005-05-11,27 - 23 - 28 - 12 - 16 - 04,"04, 12, 16, 23, 27, 28",27,23,28,12,16,4,32,
0603,2005-05-08,04 - 39 - 30 - 25 - 40 - 42,"04, 25, 30, 39, 40, 42",4,39,30,25,40,42,26,
0602,2005-05-04,25 - 21 - 05 - 02 - 17 - 27,"02, 05, 17, 21, 25, 27",25,21,5,2,17,27,44,
0601,2005-05-01,07 - 25 - 05 - 14 - 30 - 10,"05, 07, 10, 14, 25, 30",7,25,5,14,30,10,22,
0600,2005-04-27,25 - 32 - 21 - 05 - 45 - 40,"05, 21, 25, 32, 40, 45",25,32,21,5,45,40,6,
0599,2005-04-24,23 - 06 - 36 - 22 - 09 - 05,"05, 06, 09, 22, 23, 36",23,6,36,22,9,5,4,
0598,2005-04-20,44 - 12 - 08 - 29 - 15 - 33,"08, 12, 15, 29, 33, 44",44,12,8,29,15,33,6,
0597,2005-04-17,33 - 10 - 17 - 01 - 23 - 27,"01, 10, 17, 23, 27, 33",33,10,17,1,23,27,38,
0596,2005-04-13,23 - 20 - 15 - 45 - 11 - 29,"11, 15, 20, 23, 29, 45",23,20,15,45,11,29,2,
0595,2005-04-10,23 - 11 - 36 - 20 - 14 - 28,"11, 14, 20, 23, 28, 36",23,11,36,20,14,28,33,
0594,2005-04-06,27 - 32 - 19 - 08 - 02 - 24,"02, 08, 19, 24, 27, 32",27,32,19,8,2,24,43,
0593,2005-04-03,05 - 21 - 24 - 17 - 40 - 16,"05, 16, 17, 21, 24, 40",5,21,24,17,40,16,26,
0592,2005-03-30,14 - 12 - 07 - 05 - 31 - 41,"05, 07, 12, 14, 31, 41",14,12,7,5,31,41,4,
0591,2005-03-27,42 - 05 - 35 - 27 - 45 - 06,"05, 06, 27, 35, 42, 45",42,5,35,27,45,6,34,
0590,2005-03-23,44 - 22 - 43 - 21 - 40 - 05,"05, 21, 22, 40, 43, 44",44,22,43,21,40,5,35,
0589,2005-03-20,04 - 41 - 43 - 45 - 09 - 23,"04, 09, 23, 41, 43, 45",4,41,43,45,9,23,28,
0588,2005-03-16,02 - 18 - 26 - 14 - 05 - 07,"02, 05, 07, 14, 18, 26",2,18,26,14,5,7,24,
0587,2005-03-13,36 - 03 - 27 - 42 - 15 - 34,"03, 15, 27, 34, 36, 42",36,3,27,42,15,34,38,
0586,2005-03-09,01 - 04 - 26 - 20 - 40 - 44,"01, 04, 20, 26, 40, 44",1,4,26,20,40,44,24,
0585,2005-03-06,22 - 02 - 33 - 13 - 01 - 21,"01, 02, 13, 21, 22, 33",22,2,33,13,1,21,27,
0584,2005-03-02,17 - 42 - 01 - 18 - 06 - 34,"01, 06, 17, 18, 34, 42",17,42,1,18,6,34,16,05 - 23 - 25 - 07
0583,2005-02-27,04 - 43 - 29 - 38 - 07 - 14,"04, 07, 14, 29, 38, 43",4,43,29,38,7,14,5,34 - 32 - 16 - 11
0582,2005-02-23,18 - 42 - 40 - 26 - 10 - 04,"04, 10, 18, 26, 40, 42",18,42,40,26,10,4,14,
0581,2005-02-20,44 - 21 - 09 - 45 - 37 - 28,"09, 21, 28, 37, 44, 45",44,21,9,45,37,28,12,
0580,2005-02-16,20 - 45 - 21 - 16 - 19 - 14,"14, 16, 19, 20, 21, 45",20,45,21,16,19,14,44,
0579,2005-02-13,06 - 41 - 28 - 39 - 34 - 43,"06, 28, 34, 39, 41, 43",6,41,28,39,34,43,4,
0578,2005-02-09,13 - 31 - 30 - 20 - 09 - 24,"09, 13, 20, 24, 30, 31",13,31,30,20,9,24,14,
0577,2005-02-05,02 - 25 - 03 - 40 - 11 - 22,"02, 03, 11, 22, 25, 40",2,25,3,40,11,22,44,
0576,2005-02-02,13 - 36 - 22 - 10 - 32 - 01,"01, 10, 13, 22, 32, 36",13,36,22,10,32,1,16,
0575,2005-01-30,26 - 21 - 01 - 29 - 32 - 35,"01, 21, 26, 29, 32, 35",26,21,1,29,32,35,37,
0574,2005-01-26,28 - 26 - 02 - 10 - 41 - 17,"02, 10, 17, 26, 28, 41",28,26,2,10,41,17,29,
0573,2005-01-23,35 - 36 - 45 - 38 - 44 - 19,"19, 35, 36, 38, 44, 45",35,36,45,38,44,19,14,
0572,2005-01-19,11 - 21 - 25 - 19 - 41 - 12,"11, 12, 19, 21, 25, 41",11,21,25,19,41,12,32,
0571,2005-01-16,34 - 10 - 12 - 16 - 31 - 17,"10, 12, 16, 17, 31, 34",34,10,12,16,31,17,22,
0570,2005-01-12,06 - 29 - 13 - 44 - 04 - 21,"04, 06, 13, 21, 29, 44",6,29,13,44,4,21,28,
0569,2005-01-09,21 - 09 - 45 - 18 - 22 - 12,"09, 12, 18, 21, 22, 45",21,9,45,18,22,12,27,
0568,2005-01-05,18 - 44 - 21 - 16 - 10 - 35,"10, 16, 18, 21, 35, 44",18,44,21,16,10,35,39,
0567,2005-01-02,34 - 24 - 13 - 29 - 38 - 31,"13, 24, 29, 31, 34, 38",34,24,13,29,38,31,25,
0566,2004-12-29,05 - 14 - 17 - 12 - 21 - 39,"05, 12, 14, 17, 21, 39",5,14,17,12,21,39,10,
0565,2004-12-26,12 - 10 - 39 - 20 - 14 - 30,"10, 12, 14, 20, 30, 39",12,10,39,20,14,30,44,
0564,2004-12-22,25 - 17 - 02 - 03 - 27 - 01,"01, 02, 03, 17, 25, 27",25,17,2,3,27,1,28,
0563,2004-12-19,44 - 23 - 38 - 12 - 01 - 34,"01, 12, 23, 34, 38, 44",44,23,38,12,1,34,5,
0562,2004-12-15,10 - 44 - 26 - 17 - 04 - 29,"04, 10, 17, 26, 29, 44",10,44,26,17,4,29,25,
0561,2004-12-12,22 - 14 - 02 - 20 - 37 - 38,"02, 14, 20, 22, 37, 38",22,14,2,20,37,38,21,
0560,2004-12-08,14 - 45 - 18 - 37 - 36 - 31,"14, 18, 31, 36, 37, 45",14,45,18,37,36,31,4,
0559,2004-12-05,09 - 27 - 37 - 22 - 34 - 10,"09, 10, 22, 27, 34, 37",9,27,37,22,34,10,1,
0558,2004-12-01,08 - 24 - 14 - 22 - 42 - 23,"08, 14, 22, 23, 24, 42",8,24,14,22,42,23,30,
0557,2004-11-28,37 - 30 - 35 - 40 - 12 - 24,"12, 24, 30, 35, 37, 40",37,30,35,40,12,24,29,
0556,2004-11-24,29 - 19 - 27 - 30 - 07 - 13,"07, 13, 19, 27, 29, 30",29,19,27,30,7,13,39,
0555,2004-11-21,21 - 14 - 38 - 28 - 01 - 27,"01, 14, 21, 27, 28, 38",21,14,38,28,1,27,10,
0554,2004-11-17,17 - 20 - 10 - 38 - 27 - 14,"10, 14, 17, 20, 27, 38",17,20,10,38,27,14,44,
0553,2004-11-14,37 - 42 - 19 - 36 - 41 - 05,"05, 19, 36, 37, 41, 42",37,42,19,36,41,5,9,
0552,2004-11-10,28 - 16 - 31 - 17 - 39 - 32,"16, 17, 28, 31, 32, 39",28,16,31,17,39,32,18,
0551,2004-11-07,37 - 16 - 08 - 36 - 04 - 40,"04, 08, 16, 36, 37, 40",37,16,8,36,4,40,45,
0550,2004-11-03,33 - 43 - 02 - 29 - 28 - 23,"02, 23, 28, 29, 33, 43",33,43,2,29,28,23,27,
0549,2004-10-31,02 - 26 - 28 - 07 - 27 - 33,"02, 07, 26, 27, 28, 33",2,26,28,7,27,33,40,
0548,2004-10-27,07 - 40 - 02 - 36 - 11 - 29,"02, 07, 11, 29, 36, 40",7,40,2,36,11,29,14,
0547,2004-10-24,32 - 28 - 33 - 12 - 09 - 17,"09, 12, 17, 28, 32, 33",32,28,33,12,9,17,10,
0546,2004-10-20,07 - 17 - 20 - 05 - 33 - 10,"05, 07, 10, 17, 20, 33",7,17,20,5,33,10,22,
0545,2004-10-17,45 - 30 - 27 - 42 - 38 - 44,"27, 30, 38, 42, 44, 45",45,30,27,42,38,44,3,
0544,2004-10-13,40 - 30 - 37 - 29 - 14 - 45,"14, 29, 30, 37, 40, 45",40,30,37,29,14,45,15,
0543,2004-10-10,11 - 40 - 19 - 21 - 27 - 37,"11, 19, 21, 27, 37, 40",11,40,19,21,27,37,3,
0542,2004-10-06,24 - 05 - 31 - 07 - 19 - 14,"05, 07, 14, 19, 24, 31",24,5,31,7,19,14,9,
0541,2004-10-03,01 - 15 - 40 - 37 - 36 - 24,"01, 15, 24, 36, 37, 40",1,15,40,37,36,24,32,
0540,2004-09-29,02 - 37 - 05 - 14 - 42 - 12,"02, 05, 12, 14, 37, 42",2,37,5,14,42,12,25,
0539,2004-09-26,23 - 12 - 11 - 16 - 41 - 34,"11, 12, 16, 23, 34, 41",23,12,11,16,41,34,40,
0538,2004-09-22,33 - 23 - 43 - 27 - 15 - 29,"15, 23, 27, 29, 33, 43",33,23,43,27,15,29,37,
0537,2004-09-19,30 - 20 - 31 - 27 - 33 - 11,"11, 20, 27, 30, 31, 33",30,20,31,27,33,11,23,
0536,2004-09-15,43 - 36 - 04 - 35 - 24 - 39,"04, 24, 35, 36, 39, 43",43,36,4,35,24,39,2,
0535,2004-09-12,05 - 23 - 12 - 26 - 41 - 16,"05, 12, 16, 23, 26, 41",5,23,12,26,41,16,45,
0534,2004-09-08,22 - 37 - 20 - 43 - 41 - 18,"18, 20, 22, 37, 41, 43",22,37,20,43,41,18,12,
0533,2004-09-05,16 - 15 - 43 - 32 - 40 - 03,"03, 15, 16, 32, 40, 43",16,15,43,32,40,3,19,22 - 12 - 24 - 44
0532,2004-09-01,42 - 04 - 15 - 45 - 19 - 05,"04, 05, 15, 19, 42, 45",42,4,15,45,19,5,2,13 - 39 - 41 - 31
0531,2004-08-29,39 - 32 - 16 - 26 - 34 - 22,"16, 22, 26, 32, 34, 39",39,32,16,26,34,22,10,
0530,2004-08-25,28 - 07 - 02 - 45 - 35 - 39,"02, 07, 28, 35, 39, 45",28,7,2,45,35,39,5,
0529,2004-08-22,10 - 44 - 14 - 30 - 32 - 11,"10, 11, 14, 30, 32, 44",10,44,14,30,32,11,5,
0528,2004-08-18,14 - 34 - 43 - 15 - 03 - 22,"03, 14, 15, 22, 34, 43",14,34,43,15,3,22,38,
0527,2004-08-15,38 - 11 - 28 - 35 - 36 - 41,"11, 28, 35, 36, 38, 41",38,11,28,35,36,41,6,
0526,2004-08-11,34 - 37 - 39 - 24 - 32 - 36,"24, 32, 34, 36, 37, 39",34,37,39,24,32,36,8,
0525,2004-08-08,20 - 34 - 22 - 15 - 31 - 43,"15, 20, 22, 31, 34, 43",20,34,22,15,31,43,14,
0524,2004-08-04,16 - 05 - 20 - 29 - 27 - 15,"05, 15, 16, 20, 27, 29",16,5,20,29,27,15,36,
0523,2004-08-01,41 - 42 - 44 - 45 - 01 - 21,"01, 21, 41, 42, 44, 45",41,42,44,45,1,21,36,
0522,2004-07-28,31 - 09 - 21 - 10 - 42 - 30,"09, 10, 21, 30, 31, 42",31,9,21,10,42,30,45,
0521,2004-07-25,25 - 38 - 13 - 10 - 16 - 24,"10, 13, 16, 24, 25, 38",25,38,13,10,16,24,34,
0520,2004-07-21,32 - 45 - 08 - 28 - 24 - 35,"08, 24, 28, 32, 35, 45",32,45,8,28,24,35,22,
0519,2004-07-18,25 - 01 - 20 - 09 - 31 - 12,"01, 09, 12, 20, 25, 31",25,1,20,9,31,12,15,
0518,2004-07-14,05 - 10 - 08 - 02 - 43 - 41,"02, 05, 08, 10, 41, 43",5,10,8,2,43,41,13,
0517,2004-07-11,03 - 20 - 36 - 29 - 42 - 32,"03, 20, 29, 32, 36, 42",3,20,36,29,42,32,8,
0516,2004-07-07,30 - 04 - 23 - 28 - 02 - 11,"02, 04, 11, 23, 28, 30",30,4,23,28,2,11,8,
0515,2004-07-04,07 - 44 - 45 - 03 - 28 - 06,"03, 06, 07, 28, 44, 45",7,44,45,3,28,6,43,
0514,2004-06-30,34 - 26 - 31 - 16 - 03 - 40,"03, 16, 26, 31, 34, 40",34,26,31,16,3,40,38,
0513,2004-06-27,11 - 23 - 26 - 16 - 20 - 18,"11, 16, 18, 20, 23, 26",11,23,26,16,20,18,5,
0512,2004-06-23,38 - 02 - 41 - 04 - 14 - 35,"02, 04, 14, 35, 38, 41",38,2,41,4,14,35,10,
0511,2004-06-20,20 - 29 - 19 - 32 - 43 - 01,"01, 19, 20, 29, 32, 43",20,29,19,32,43,1,11,
0510,2004-06-16,04 - 16 - 29 - 18 - 41 - 26,"04, 16, 18, 26, 29, 41",4,16,29,18,41,26,40,
0509,2004-06-13,31 - 20 - 27 - 39 - 34 - 26,"20, 26, 27, 31, 34, 39",31,20,27,39,34,26,6,
0508,2004-06-09,45 - 14 - 38 - 09 - 02 - 42,"02, 09, 14, 38, 42, 45",45,14,38,9,2,42,19,
0507,2004-06-06,09 - 08 - 22 - 11 - 02 - 38,"02, 08, 09, 11, 22, 38",9,8,22,11,2,38,13,
0506,2004-06-02,25 - 36 - 20 - 05 - 45 - 41,"05, 20, 25, 36, 41, 45",25,36,20,5,45,41,14,
0505,2004-05-30,01 - 13 - 45 - 27 - 16 - 12,"01, 12, 13, 16, 27, 45",1,13,45,27,16,12,6,
0504,2004-05-26,43 - 09 - 38 - 15 - 27 - 39,"09, 15, 27, 38, 39, 43",43,9,38,15,27,39,26,
0503,2004-05-23,40 - 16 - 09 - 25 - 28 - 20,"09, 16, 20, 25, 28, 40",40,16,9,25,28,20,34,
0502,2004-05-19,27 - 36 - 11 - 42 - 12 - 41,"11, 12, 27, 36, 41, 42",27,36,11,42,12,41,33,
0501,2004-05-16,07 - 03 - 35 - 34 - 24 - 15,"03, 07, 15, 24, 34, 35",7,3,35,34,24,15,11,
0500,2004-05-09,38 - 04 - 40 - 28 - 36 - 39,"04, 28, 36, 38, 39, 40",38,4,40,28,36,39,15,
0499,2004-05-02,41 - 22 - 08 - 18 - 13 - 11,"08, 11, 13, 18, 22, 41",41,22,8,18,13,11,2,
0498,2004-04-25,33 - 13 - 40 - 12 - 36 - 38,"12, 13, 33, 36, 38, 40",33,13,40,12,36,38,19,
0497,2004-04-18,18 - 31 - 27 - 45 - 42 - 06,"06, 18, 27, 31, 42, 45",18,31,27,45,42,6,11,
0496,2004-04-11,29 - 36 - 18 - 28 - 03 - 04,"03, 04, 18, 28, 29, 36",29,36,18,28,3,4,10,
0495,2004-04-04,45 - 10 - 19 - 24 - 42 - 30,"10, 19, 24, 30, 42, 45",45,10,19,24,42,30,16,
0494,2004-03-28,30 - 12 - 45 - 44 - 19 - 39,"12, 19, 30, 39, 44, 45",30,12,45,44,19,39,3,
0493,2004-03-21,13 - 19 - 37 - 26 - 42 - 24,"13, 19, 24, 26, 37, 42",13,19,37,26,42,24,1,
0492,2004-03-14,29 - 13 - 43 - 21 - 26 - 05,"05, 13, 21, 26, 29, 43",29,13,43,21,26,5,9,
0491,2004-03-07,09 - 17 - 22 - 44 - 34 - 41,"09, 17, 22, 34, 41, 44",9,17,22,44,34,41,36,
0490,2004-02-29,37 - 22 - 25 - 15 - 14 - 04,"04, 14, 15, 22, 25, 37",37,22,25,15,14,4,33,
0489,2004-02-22,19 - 28 - 30 - 11 - 12 - 34,"11, 12, 19, 28, 30, 34",19,28,30,11,12,34,32,
0488,2004-02-15,25 - 17 - 30 - 45 - 43 - 16,"16, 17, 25, 30, 43, 45",25,17,30,45,43,16,26,
0487,2004-02-08,17 - 43 - 41 - 30 - 15 - 33,"15, 17, 30, 33, 41, 43",17,43,41,30,15,33,12,
0486,2004-02-01,23 - 25 - 34 - 28 - 11 - 35,"11, 23, 25, 28, 34, 35",23,25,34,28,11,35,24,06 - 38 - 02 - 07
0485,2004-01-25,23 - 18 - 36 - 06 - 39 - 27,"06, 18, 23, 27, 36, 39",23,18,36,6,39,27,19,30 - 26 - 07 - 33
0484,2004-01-18,34 - 44 - 11 - 01 - 39 - 35,"01, 11, 34, 35, 39, 44",34,44,11,1,39,35,13,33 - 10 - 14 - 04
0483,2004-01-11,19 - 22 - 40 - 01 - 12 - 37,"01, 12, 19, 22, 37, 40",19,22,40,1,12,37,16,34 - 24 - 06 - 27
0482,2004-01-04,22 - 16 - 06 - 41 - 31 - 28,"06, 16, 22, 28, 31, 41",22,16,6,41,31,28,27,11 - 13 - 14 - 40
0481,2003-12-28,28 - 19 - 02 - 15 - 07 - 21,"02, 07, 15, 19, 21, 28",28,19,2,15,7,21,32,
0480,2003-12-21,18 - 30 - 19 - 33 - 42 - 40,"18, 19, 30, 33, 40, 42",18,30,19,33,42,40,4,07 - 17 - 23 - 16
0479,2003-12-14,01 - 41 - 26 - 17 - 28 - 27,"01, 17, 26, 27, 28, 41",1,41,26,17,28,27,25,16 - 37 - 23 - 19
0478,2003-12-07,02 - 39 - 14 - 42 - 15 - 37,"02, 14, 15, 37, 39, 42",2,39,14,42,15,37,12,13 - 26 - 09 - 10
0477,2003-11-30,01 - 02 - 39 - 41 - 18 - 34,"01, 02, 18, 34, 39, 41",1,2,39,41,18,34,27,25 - 29 - 12 - 07
0476,2003-11-23,27 - 32 - 24 - 03 - 13 - 06,"03, 06, 13, 24, 27, 32",27,32,24,3,13,6,26,11 - 16 - 19 - 25
0475,2003-11-16,17 - 12 - 35 - 05 - 15 - 18,"05, 12, 15, 17, 18, 35",17,12,35,5,15,18,32,44 - 03 - 13 - 36
0474,2003-11-09,18 - 43 - 35 - 19 - 40 - 14,"14, 18, 19, 35, 40, 43",18,43,35,19,40,14,34,21 - 27 - 45 - 23
0473,2003-11-02,11 - 43 - 17 - 20 - 30 - 04,"04, 11, 17, 20, 30, 43",11,43,17,20,30,4,8,19 - 37 - 27 - 41
0472,2003-10-26,36 - 09 - 07 - 18 - 13 - 15,"07, 09, 13, 15, 18, 36",36,9,7,18,13,15,31,43 - 20 - 21 - 12
0471,2003-10-19,02 - 21 - 42 - 10 - 17 - 14,"02, 10, 14, 17, 21, 42",2,21,42,10,17,14,6,36 - 38 - 39 - 09
0470,2003-10-12,19 - 21 - 41 - 17 - 22 - 38,"17, 19, 21, 22, 38, 41",19,21,41,17,22,38,1,43 - 15 - 26 - 27
0469,2003-10-05,40 - 41 - 23 - 06 - 44 - 18,"06, 18, 23, 40, 41, 44",40,41,23,6,44,18,27,34 - 19 - 38 - 37
0468,2003-09-28,28 - 42 - 40 - 11 - 22 - 37,"11, 22, 28, 37, 40, 42",28,42,40,11,22,37,5,
0467,2003-09-21,38 - 45 - 21 - 24 - 41 - 29,"21, 24, 29, 38, 41, 45",38,45,21,24,41,29,33,40 - 04 - 39 - 18
0466,2003-09-14,23 - 10 - 22 - 45 - 21 - 09,"09, 10, 21, 22, 23, 45",23,10,22,45,21,9,43,15 - 03 - 07 - 37
0465,2003-09-07,08 - 19 - 15 - 07 - 44 - 20,"07, 08, 15, 19, 20, 44",8,19,15,7,44,20,38,05 - 16 - 29 - 28
0464,2003-08-31,08 - 36 - 41 - 02 - 14 - 03,"02, 03, 08, 14, 36, 41",8,36,41,2,14,3,38,45 - 18 - 39 - 04
0463,2003-08-24,30 - 22 - 11 - 07 - 04 - 10,"04, 07, 10, 11, 22, 30",30,22,11,7,4,10,41,03 - 15 - 06 - 37
0462,2003-08-17,30 - 45 - 41 - 18 - 21 - 36,"18, 21, 30, 36, 41, 45",30,45,41,18,21,36,3,05 - 29 - 12 - 26
0461,2003-08-10,14 - 30 - 27 - 16 - 35 - 22,"14, 16, 22, 27, 30, 35",14,30,27,16,35,22,39,12 - 38 - 34 - 20
0460,2003-08-03,03 - 15 - 26 - 43 - 33 - 41,"03, 15, 26, 33, 41, 43",3,15,26,43,33,41,5,37 - 31 - 29 - 32
0459,2003-07-27,16 - 13 - 41 - 43 - 22 - 20,"13, 16, 20, 22, 41, 43",16,13,41,43,22,20,7,37 - 14 - 25 - 44
0458,2003-07-20,37 - 17 - 20 - 19 - 12 - 38,"12, 17, 19, 20, 37, 38",37,17,20,19,12,38,18,22 - 01 - 36 - 16
0457,2003-07-13,36 - 08 - 41 - 15 - 16 - 17,"08, 15, 16, 17, 36, 41",36,8,41,15,16,17,24,10 - 12 - 09 - 22
0456,2003-07-06,26 - 38 - 31 - 13 - 40 - 27,"13, 26, 27, 31, 38, 40",26,38,31,13,40,27,39,25 - 23 - 36 - 03
0455,2003-06-29,06 - 27 - 12 - 22 - 19 - 07,"06, 07, 12, 19, 22, 27",6,27,12,22,19,7,8,09 - 01 - 26 - 32
0454,2003-06-22,10 - 25 - 04 - 30 - 28 - 14,"04, 10, 14, 25, 28, 30",10,25,4,30,28,14,3,34 - 09 - 40 - 08
0453,2003-06-15,45 - 35 - 07 - 28 - 13 - 33,"07, 13, 28, 33, 35, 45",45,35,7,28,13,33,9,08 - 03 - 43 - 19
0452,2003-06-08,34 - 05 - 16 - 39 - 06 - 43,"05, 06, 16, 34, 39, 43",34,5,16,39,6,43,41,22 - 24 - 08 - 10
0451,2003-06-01,29 - 13 - 40 - 09 - 08 - 17,"08, 09, 13, 17, 29, 40",29,13,40,9,8,17,10,05 - 07 - 04 - 42
0450,2003-05-25,39 - 09 - 21 - 07 - 16 - 14,"07, 09, 14, 16, 21, 39",39,9,21,7,16,14,1,04 - 34 - 44 - 22
0449,2003-05-18,37 - 09 - 32 - 25 - 29 - 40,"09, 25, 29, 32, 37, 40",37,9,32,25,29,40,24,20 - 41 - 14 - 31
0448,2003-05-11,39 - 13 - 04 - 20 - 43 - 06,"04, 06, 13, 20, 39, 43",39,13,4,20,43,6,3,27 - 24 - 21 - 02
0447,2003-05-04,10 - 36 - 02 - 19 - 30 - 34,"02, 10, 19, 30, 34, 36",10,36,2,19,30,34,45,22 - 03 - 28 - 09
0446,2003-04-27,09 - 43 - 32 - 26 - 41 - 11,"09, 11, 26, 32, 41, 43",9,43,32,26,41,11,5,07 - 25 - 30 - 16
0445,2003-04-20,03 - 43 - 01 - 35 - 30 - 05,"01, 03, 05, 30, 35, 43",3,43,1,35,30,5,21,29 - 19 - 14 - 06
0444,2003-04-13,09 - 35 - 25 - 33 - 36 - 10,"09, 10, 25, 33, 35, 36",9,35,25,33,36,10,12,44 - 19 - 34 - 38
0443,2003-04-06,42 - 27 - 18 - 40 - 04 - 13,"04, 13, 18, 27, 40, 42",42,27,18,40,4,13,39,
0442,2003-03-30,30 - 05 - 39 - 18 - 11 - 32,"05, 11, 18, 30, 32, 39",30,5,39,18,11,32,22,33 - 08 - 27 - 21
0441,2003-03-23,31 - 23 - 14 - 36 - 29 - 30,"14, 23, 29, 30, 31, 36",31,23,14,36,29,30,16,01 - 37 - 18 - 27
0440,2003-03-16,34 - 24 - 09 - 14 - 03 - 20,"03, 09, 14, 20, 24, 34",34,24,9,14,3,20,16,27 - 42 - 26 - 32
0439,2003-03-09,11 - 42 - 13 - 19 - 40 - 34,"11, 13, 19, 34, 40, 42",11,42,13,19,40,34,28,32 - 24 - 29 - 43
0438,2003-03-02,09 - 10 - 25 - 40 - 41 - 12,"09, 10, 12, 25, 40, 41",9,10,25,40,41,12,3,32 - 21 - 31 - 42
0437,2003-02-23,28 - 01 - 11 - 45 - 02 - 42,"01, 02, 11, 28, 42, 45",28,1,11,45,2,42,36,44 - 31 - 29 - 35
0436,2003-02-16,37 - 40 - 10 - 04 - 24 - 28,"04, 10, 24, 28, 37, 40",37,40,10,4,24,28,3,16 - 17 - 35 - 12
0435,2003-02-09,15 - 05 - 13 - 21 - 09 - 28,"05, 09, 13, 15, 21, 28",15,5,13,21,9,28,26,24 - 38 - 42 - 03
0434,2003-02-02,05 - 30 - 03 - 32 - 23 - 44,"03, 05, 23, 30, 32, 44",5,30,3,32,23,44,33,45 - 08 - 06 - 10
0433,2003-01-26,05 - 41 - 25 - 43 - 09 - 23,"05, 09, 23, 25, 41, 43",5,41,25,43,9,23,6,36 - 12 - 34 - 01
0432,2003-01-19,42 - 08 - 27 - 31 - 22 - 01,"01, 08, 22, 27, 31, 42",42,8,27,31,22,1,13,19 - 33 - 02 - 41
0431,2003-01-12,25 - 28 - 16 - 14 - 13 - 33,"13, 14, 16, 25, 28, 33",25,28,16,14,13,33,41,30 - 39 - 08 - 06
0430,2003-01-05,19 - 23 - 27 - 10 - 25 - 32,"10, 19, 23, 25, 27, 32",19,23,27,10,25,32,20,08 - 40 - 06 - 22
0429,2002-12-29,42 - 27 - 23 - 34 - 44 - 15,"15, 23, 27, 34, 42, 44",42,27,23,34,44,15,16,31 - 09 - 11 - 36
0428,2002-12-22,39 - 22 - 32 - 04 - 02 - 27,"02, 04, 22, 27, 32, 39",39,22,32,4,2,27,25,20 - 38 - 37 - 15
0427,2002-12-15,11 - 43 - 15 - 38 - 35 - 36,"11, 15, 35, 36, 38, 43",11,43,15,38,35,36,31,02 - 07 - 22 - 16
0426,2002-12-08,45 - 17 - 36 - 13 - 40 - 32,"13, 17, 32, 36, 40, 45",45,17,36,13,40,32,4,
0425,2002-12-01,13 - 14 - 31 - 35 - 45 - 42,"13, 14, 31, 35, 42, 45",13,14,31,35,45,42,17,
0424,2002-11-24,14 - 42 - 40 - 06 - 39 - 45,"06, 14, 39, 40, 42, 45",14,42,40,6,39,45,3,
0423,2002-11-17,36 - 21 - 04 - 02 - 42 - 30,"02, 04, 21, 30, 36, 42",36,21,4,2,42,30,10,
0422,2002-11-10,17 - 09 - 04 - 18 - 12 - 08,"04, 08, 09, 12, 17, 18",17,9,4,18,12,8,39,
0421,2002-11-03,14 - 41 - 09 - 38 - 28 - 24,"09, 14, 24, 28, 38, 41",14,41,9,38,28,24,26,
0420,2002-10-27,16 - 43 - 42 - 04 - 39 - 20,"04, 16, 20, 39, 42, 43",16,43,42,4,39,20,2,
0419,2002-10-20,43 - 33 - 09 - 27 - 15 - 08,"08, 09, 15, 27, 33, 43",43,33,9,27,15,8,3,
0418,2002-10-13,17 - 10 - 20 - 45 - 39 - 11,"10, 11, 17, 20, 39, 45",17,10,20,45,39,11,7,
0417,2002-10-06,38 - 27 - 18 - 15 - 39 - 19,"15, 18, 19, 27, 38, 39",38,27,18,15,39,19,11,
0416,2002-09-29,21 - 05 - 41 - 33 - 43 - 01,"01, 05, 21, 33, 41, 43",21,5,41,33,43,1,14,
0415,2002-09-22,23 - 18 - 38 - 22 - 24 - 31,"18, 22, 23, 24, 31, 38",23,18,38,22,24,31,21,
0414,2002-09-15,25 - 10 - 19 - 05 - 09 - 26,"05, 09, 10, 19, 25, 26",25,10,19,5,9,26,2,
0413,2002-09-08,17 - 39 - 06 - 41 - 31 - 05,"05, 06, 17, 31, 39, 41",17,39,6,41,31,5,32,
0412,2002-09-01,31 - 39 - 18 - 01 - 21 - 22,"01, 18, 21, 22, 31, 39",31,39,18,1,21,22,6,
0411,2002-08-25,27 - 35 - 14 - 01 - 17 - 41,"01, 14, 17, 27, 35, 41",27,35,14,1,17,41,29,
0410,2002-08-18,13 - 01 - 14 - 39 - 18 - 17,"01, 13, 14, 17, 18, 39",13,1,14,39,18,17,24,
0409,2002-08-11,18 - 32 - 13 - 01 - 04 - 17,"01, 04, 13, 17, 18, 32",18,32,13,1,4,17,29,
0408,2002-08-04,35 - 30 - 45 - 29 - 25 - 04,"04, 25, 29, 30, 35, 45",35,30,45,29,25,4,33,
