date,tnk_numb,yapa,sio_si,b_one,b_two,b_three,b_four,b_five,b_six,tnk_0-9
2019-04-07,30 - 20 - 12 - 09 - 17 - 16,40,,30,20,12,9,17,16,"09, 12, 16, 17, 20, 30"
2019-04-03,41 - 39 - 01 - 17 - 43 - 06,8,,41,39,1,17,43,6,"01, 06, 17, 39, 41, 43"
2019-03-31,17 - 27 - 43 - 01 - 37 - 25,26,,17,27,43,1,37,25,"01, 17, 25, 27, 37, 43"
2019-03-27,44 - 23 - 40 - 37 - 01 - 28,7,,44,23,40,37,1,28,"01, 23, 28, 37, 40, 44"
2019-03-24,24 - 28 - 17 - 43 - 26 - 36,23,,24,28,17,43,26,36,"17, 24, 26, 28, 36, 43"
2019-03-20,13 - 44 - 43 - 12 - 16 - 15,3,,13,44,43,12,16,15,"12, 13, 15, 16, 43, 44"
2019-03-17,24 - 07 - 41 - 11 - 04 - 12,18,,24,7,41,11,4,12,"04, 07, 11, 12, 24, 41"
2019-03-13,10 - 15 - 26 - 25 - 02 - 08,5,,10,15,26,25,2,8,"02, 08, 10, 15, 25, 26"
2019-03-10,24 - 43 - 21 - 25 - 37 - 04,18,,24,43,21,25,37,4,"04, 21, 24, 25, 37, 43"
2019-03-06,30 - 23 - 27 - 45 - 08 - 05,1,,30,23,27,45,8,5,"05, 08, 23, 27, 30, 45"
2019-03-03,42 - 29 - 17 - 32 - 14 - 41,1,,42,29,17,32,14,41,"14, 17, 29, 32, 41, 42"
2019-02-27,41 - 45 - 06 - 32 - 05 - 38,33,,41,45,6,32,5,38,"05, 06, 32, 38, 41, 45"
2019-02-24,15 - 45 - 04 - 41 - 22 - 39,28,,15,45,4,41,22,39,"04, 15, 22, 39, 41, 45"
2019-02-20,09 - 41 - 10 - 15 - 01 - 19,3,,9,41,10,15,1,19,"01, 09, 10, 15, 19, 41"
2019-02-17,40 - 10 - 28 - 25 - 31 - 42,44,,40,10,28,25,31,42,"10, 25, 28, 31, 40, 42"
2019-02-13,13 - 05 - 35 - 33 - 40 - 30,32,,13,5,35,33,40,30,"05, 13, 30, 33, 35, 40"
2019-02-10,01 - 43 - 12 - 20 - 33 - 19,42,,1,43,12,20,33,19,"01, 12, 19, 20, 33, 43"
2019-02-06,26 - 01 - 37 - 09 - 27 - 20,22,,26,1,37,9,27,20,"01, 09, 20, 26, 27, 37"
2019-02-03,40 - 37 - 24 - 08 - 16 - 32,44,,40,37,24,8,16,32,"08, 16, 24, 32, 37, 40"
2019-01-30,24 - 36 - 33 - 43 - 42 - 37,29,,24,36,33,43,42,37,"24, 33, 36, 37, 42, 43"
2019-01-27,35 - 04 - 15 - 32 - 25 - 43,26,,35,4,15,32,25,43,"04, 15, 25, 32, 35, 43"
2019-01-23,35 - 02 - 29 - 17 - 03 - 31,32,,35,2,29,17,3,31,"02, 03, 17, 29, 31, 35"
2019-01-20,41 - 29 - 42 - 24 - 37 - 09,19,,41,29,42,24,37,9,"09, 24, 29, 37, 41, 42"
2019-01-16,39 - 21 - 31 - 17 - 12 - 07,42,,39,21,31,17,12,7,"07, 12, 17, 21, 31, 39"
2019-01-13,41 - 16 - 45 - 22 - 33 - 14,24,,41,16,45,22,33,14,"14, 16, 22, 33, 41, 45"
2019-01-09,43 - 02 - 10 - 08 - 45 - 15,23,,43,2,10,8,45,15,"02, 08, 10, 15, 43, 45"
2019-01-06,26 - 21 - 16 - 33 - 41 - 39,5,,26,21,16,33,41,39,"16, 21, 26, 33, 39, 41"
2019-01-02,10 - 39 - 01 - 29 - 16 - 08,27,,10,39,1,29,16,8,"01, 08, 10, 16, 29, 39"
2018-12-30,35 - 32 - 18 - 22 - 12 - 38,10,,35,32,18,22,12,38,"12, 18, 22, 32, 35, 38"
2018-12-26,17 - 44 - 11 - 14 - 31 - 06,21,,17,44,11,14,31,6,"06, 11, 14, 17, 31, 44"
2018-12-23,02 - 35 - 12 - 21 - 45 - 16,17,,2,35,12,21,45,16,"02, 12, 16, 21, 35, 45"
2018-12-19,09 - 03 - 23 - 40 - 33 - 05,8,,9,3,23,40,33,5,"03, 05, 09, 23, 33, 40"
2018-12-16,13 - 38 - 06 - 15 - 01 - 05,14,,13,38,6,15,1,5,"01, 05, 06, 13, 15, 38"
2018-12-12,26 - 15 - 05 - 07 - 22 - 12,20,,26,15,5,7,22,12,"05, 07, 12, 15, 22, 26"
2018-12-09,39 - 07 - 34 - 05 - 37 - 24,32,,39,7,34,5,37,24,"05, 07, 24, 34, 37, 39"
2018-12-05,03 - 45 - 24 - 14 - 09 - 29,27,,3,45,24,14,9,29,"03, 09, 14, 24, 29, 45"
2018-12-02,18 - 23 - 01 - 31 - 03 - 27,33,,18,23,1,31,3,27,"01, 03, 18, 23, 27, 31"
2018-11-28,03 - 29 - 30 - 12 - 44 - 18,6,,3,29,30,12,44,18,"03, 12, 18, 29, 30, 44"
2018-11-25,29 - 24 - 42 - 11 - 08 - 10,9,,29,24,42,11,8,10,"08, 10, 11, 24, 29, 42"
2018-11-21,34 - 11 - 35 - 25 - 04 - 31,8,,34,11,35,25,4,31,"04, 11, 25, 31, 34, 35"
2018-11-18,32 - 29 - 21 - 08 - 20 - 04,3,,32,29,21,8,20,4,"04, 08, 20, 21, 29, 32"
2018-11-14,37 - 01 - 21 - 02 - 27 - 04,42,,37,1,21,2,27,4,"01, 02, 04, 21, 27, 37"
2018-11-11,41 - 01 - 45 - 12 - 27 - 29,14,,41,1,45,12,27,29,"01, 12, 27, 29, 41, 45"
2018-11-07,25 - 26 - 32 - 30 - 16 - 14,29,,25,26,32,30,16,14,"14, 16, 25, 26, 30, 32"
2018-11-04,17 - 19 - 08 - 41 - 02 - 38,7,,17,19,8,41,2,38,"02, 08, 17, 19, 38, 41"
2018-10-31,18 - 40 - 29 - 39 - 02 - 41,4,,18,40,29,39,2,41,"02, 18, 29, 39, 40, 41"
2018-10-28,20 - 04 - 24 - 36 - 10 - 33,19,,20,4,24,36,10,33,"04, 10, 20, 24, 33, 36"
2018-10-24,12 - 02 - 05 - 39 - 32 - 27,31,,12,2,5,39,32,27,"02, 05, 12, 27, 32, 39"
2018-10-21,03 - 20 - 43 - 32 - 04 - 41,5,,3,20,43,32,4,41,"03, 04, 20, 32, 41, 43"
2018-10-17,19 - 06 - 26 - 14 - 30 - 44,34,,19,6,26,14,30,44,"06, 14, 19, 26, 30, 44"
2018-10-14,39 - 26 - 07 - 37 - 23 - 32,36,,39,26,7,37,23,32,"07, 23, 26, 32, 37, 39"
2018-10-10,17 - 06 - 05 - 02 - 38 - 30,43,,17,6,5,2,38,30,"02, 05, 06, 17, 30, 38"
2018-10-07,38 - 13 - 06 - 29 - 19 - 35,17,,38,13,6,29,19,35,"06, 13, 19, 29, 35, 38"
2018-10-03,39 - 16 - 10 - 34 - 27 - 40,17,,39,16,10,34,27,40,"10, 16, 27, 34, 39, 40"
2018-09-30,45 - 36 - 21 - 02 - 26 - 09,41,,45,36,21,2,26,9,"02, 09, 21, 26, 36, 45"
2018-09-26,36 - 13 - 28 - 25 - 43 - 05,27,,36,13,28,25,43,5,"05, 13, 25, 28, 36, 43"
2018-09-23,01 - 33 - 03 - 44 - 10 - 26,35,,1,33,3,44,10,26,"01, 03, 10, 26, 33, 44"
2018-09-19,44 - 08 - 10 - 17 - 20 - 45,24,,44,8,10,17,20,45,"08, 10, 17, 20, 44, 45"
2018-09-16,26 - 44 - 30 - 11 - 32 - 19,43,,26,44,30,11,32,19,"11, 19, 26, 30, 32, 44"
2018-09-12,25 - 42 - 04 - 03 - 41 - 40,37,,25,42,4,3,41,40,"03, 04, 25, 40, 41, 42"
2018-09-09,35 - 23 - 11 - 24 - 28 - 42,33,,35,23,11,24,28,42,"11, 23, 24, 28, 35, 42"
2018-09-05,34 - 30 - 33 - 22 - 05 - 16,41,,34,30,33,22,5,16,"05, 16, 22, 30, 33, 34"
2018-09-02,16 - 31 - 17 - 09 - 02 - 29,36,,16,31,17,9,2,29,"02, 09, 16, 17, 29, 31"
2018-08-29,13 - 28 - 01 - 09 - 34 - 18,37,,13,28,1,9,34,18,"01, 09, 13, 18, 28, 34"
2018-08-26,44 - 40 - 04 - 39 - 32 - 15,22,,44,40,4,39,32,15,"04, 15, 32, 39, 40, 44"
2018-08-22,17 - 09 - 44 - 15 - 04 - 32,37,,17,9,44,15,4,32,"04, 09, 15, 17, 32, 44"
2018-08-19,27 - 43 - 26 - 32 - 35 - 13,24,,27,43,26,32,35,13,"13, 26, 27, 32, 35, 43"
2018-08-15,11 - 07 - 06 - 39 - 44 - 16,9,,11,7,6,39,44,16,"06, 07, 11, 16, 39, 44"
2018-08-12,34 - 06 - 25 - 20 - 21 - 22,45,,34,6,25,20,21,22,"06, 20, 21, 22, 25, 34"
2018-08-08,03 - 24 - 42 - 31 - 44 - 33,39,,3,24,42,31,44,33,"03, 24, 31, 33, 42, 44"
2018-08-05,38 - 06 - 10 - 27 - 20 - 12,18,,38,6,10,27,20,12,"06, 10, 12, 20, 27, 38"
2018-08-01,42 - 01 - 15 - 44 - 19 - 29,28,,42,1,15,44,19,29,"01, 15, 19, 29, 42, 44"
2018-07-29,10 - 27 - 14 - 08 - 26 - 32,35,,10,27,14,8,26,32,"08, 10, 14, 26, 27, 32"
2018-07-25,24 - 31 - 38 - 11 - 28 - 14,21,,24,31,38,11,28,14,"11, 14, 24, 28, 31, 38"
2018-07-22,33 - 28 - 23 - 39 - 22 - 13,19,,33,28,23,39,22,13,"13, 22, 23, 28, 33, 39"
2018-07-18,15 - 13 - 34 - 25 - 05 - 10,28,,15,13,34,25,5,10,"05, 10, 13, 15, 25, 34"
2018-07-15,07 - 04 - 24 - 36 - 42 - 08,30,,7,4,24,36,42,8,"04, 07, 08, 24, 36, 42"
2018-07-11,13 - 22 - 30 - 26 - 05 - 37,2,,13,22,30,26,5,37,"05, 13, 22, 26, 30, 37"
2018-07-08,40 - 15 - 23 - 25 - 24 - 14,20,,40,15,23,25,24,14,"14, 15, 23, 24, 25, 40"
2018-07-04,34 - 40 - 32 - 31 - 14 - 38,20,,34,40,32,31,14,38,"14, 31, 32, 34, 38, 40"
2018-07-01,15 - 09 - 35 - 38 - 44 - 36,1,,15,9,35,38,44,36,"09, 15, 35, 36, 38, 44"
2018-06-27,27 - 24 - 17 - 45 - 38 - 25,32,,27,24,17,45,38,25,"17, 24, 25, 27, 38, 45"
2018-06-24,27 - 45 - 17 - 38 - 33 - 05,18,,27,45,17,38,33,5,"05, 17, 27, 33, 38, 45"
2018-06-20,37 - 26 - 02 - 11 - 44 - 43,41,,37,26,2,11,44,43,"02, 11, 26, 37, 43, 44"
2018-06-17,26 - 03 - 23 - 08 - 44 - 41,17,,26,3,23,8,44,41,"03, 08, 23, 26, 41, 44"
2018-06-13,34 - 35 - 07 - 13 - 30 - 01,22,,34,35,7,13,30,1,"01, 07, 13, 30, 34, 35"
2018-06-10,26 - 34 - 36 - 28 - 32 - 08,2,,26,34,36,28,32,8,"08, 26, 28, 32, 34, 36"
2018-06-06,14 - 16 - 35 - 31 - 36 - 38,11,,14,16,35,31,36,38,"14, 16, 31, 35, 36, 38"
2018-06-03,30 - 24 - 35 - 02 - 08 - 42,29,,30,24,35,2,8,42,"02, 08, 24, 30, 35, 42"
2018-05-30,22 - 26 - 14 - 09 - 20 - 13,38,,22,26,14,9,20,13,"09, 13, 14, 20, 22, 26"
2018-05-27,12 - 28 - 05 - 10 - 14 - 01,42,,12,28,5,10,14,1,"01, 05, 10, 12, 14, 28"
2018-05-23,06 - 41 - 07 - 35 - 01 - 03,12,,6,41,7,35,1,3,"01, 03, 06, 07, 35, 41"
2018-05-20,18 - 45 - 25 - 26 - 28 - 16,17,,18,45,25,26,28,16,"16, 18, 25, 26, 28, 45"
2018-05-16,19 - 41 - 37 - 35 - 34 - 02,13,,19,41,37,35,34,2,"02, 19, 34, 35, 37, 41"
2018-05-13,29 - 24 - 21 - 44 - 01 - 19,25,,29,24,21,44,1,19,"01, 19, 21, 24, 29, 44"
2018-05-09,11 - 30 - 35 - 31 - 14 - 45,23,,11,30,35,31,14,45,"11, 14, 30, 31, 35, 45"
2018-05-06,11 - 09 - 23 - 05 - 15 - 31,17,,11,9,23,5,15,31,"05, 09, 11, 15, 23, 31"
2018-05-02,43 - 19 - 01 - 23 - 05 - 28,35,,43,19,1,23,5,28,"01, 05, 19, 23, 28, 43"
2018-04-29,41 - 32 - 20 - 19 - 28 - 34,7,,41,32,20,19,28,34,"19, 20, 28, 32, 34, 41"
2018-04-25,25 - 02 - 36 - 04 - 18 - 23,43,,25,2,36,4,18,23,"02, 04, 18, 23, 25, 36"
2018-04-22,15 - 41 - 45 - 36 - 32 - 26,11,,15,41,45,36,32,26,"15, 26, 32, 36, 41, 45"
2018-04-18,13 - 32 - 23 - 09 - 14 - 12,36,,13,32,23,9,14,12,"09, 12, 13, 14, 23, 32"
2018-04-15,18 - 43 - 03 - 24 - 08 - 13,20,,18,43,3,24,8,13,"03, 08, 13, 18, 24, 43"
2018-04-11,23 - 12 - 21 - 03 - 27 - 36,17,,23,12,21,3,27,36,"03, 12, 21, 23, 27, 36"
2018-04-08,09 - 01 - 23 - 17 - 22 - 20,33,,9,1,23,17,22,20,"01, 09, 17, 20, 22, 23"
2018-04-04,11 - 01 - 18 - 19 - 14 - 02,33,,11,1,18,19,14,2,"01, 02, 11, 14, 18, 19"
2018-04-01,30 - 16 - 39 - 44 - 32 - 03,11,,30,16,39,44,32,3,"03, 16, 30, 32, 39, 44"
2018-03-28,36 - 40 - 25 - 41 - 05 - 44,1,,36,40,25,41,5,44,"05, 25, 36, 40, 41, 44"
2018-03-25,02 - 20 - 06 - 08 - 41 - 43,32,,2,20,6,8,41,43,"02, 06, 08, 20, 41, 43"
2018-03-21,21 - 02 - 19 - 20 - 17 - 33,5,,21,2,19,20,17,33,"02, 17, 19, 20, 21, 33"
2018-03-18,32 - 05 - 28 - 11 - 38 - 26,14,,32,5,28,11,38,26,"05, 11, 26, 28, 32, 38"
2018-03-14,14 - 08 - 03 - 41 - 27 - 35,7,,14,8,3,41,27,35,"03, 08, 14, 27, 35, 41"
2018-03-11,35 - 22 - 36 - 13 - 21 - 17,16,,35,22,36,13,21,17,"13, 17, 21, 22, 35, 36"
2018-03-07,38 - 12 - 33 - 13 - 32 - 30,25,,38,12,33,13,32,30,"12, 13, 30, 32, 33, 38"
2018-03-04,31 - 26 - 45 - 36 - 44 - 05,43,,31,26,45,36,44,5,"05, 26, 31, 36, 44, 45"
2018-02-28,18 - 03 - 22 - 30 - 02 - 36,23,,18,3,22,30,2,36,"02, 03, 18, 22, 30, 36"
2018-02-25,42 - 28 - 06 - 11 - 27 - 26,8,,42,28,6,11,27,26,"06, 11, 26, 27, 28, 42"
2018-02-21,08 - 13 - 07 - 44 - 25 - 23,9,,8,13,7,44,25,23,"07, 08, 13, 23, 25, 44"
2018-02-18,11 - 21 - 45 - 04 - 18 - 27,43,,11,21,45,4,18,27,"04, 11, 18, 21, 27, 45"
2018-02-14,39 - 44 - 26 - 38 - 22 - 43,27,,39,44,26,38,22,43,"22, 26, 38, 39, 43, 44"
2018-02-11,38 - 05 - 10 - 37 - 25 - 04,44,,38,5,10,37,25,4,"04, 05, 10, 25, 37, 38"
2018-02-07,36 - 01 - 04 - 25 - 06 - 02,12,,36,1,4,25,6,2,"01, 02, 04, 06, 25, 36"
2018-02-04,16 - 42 - 26 - 28 - 41 - 17,20,,16,42,26,28,41,17,"16, 17, 26, 28, 41, 42"
2018-01-31,35 - 06 - 17 - 43 - 34 - 04,32,,35,6,17,43,34,4,"04, 06, 17, 34, 35, 43"
2018-01-28,41 - 25 - 18 - 16 - 19 - 10,26,,41,25,18,16,19,10,"10, 16, 18, 19, 25, 41"
2018-01-24,37 - 36 - 24 - 20 - 13 - 17,5,,37,36,24,20,13,17,"13, 17, 20, 24, 36, 37"
2018-01-21,45 - 03 - 44 - 24 - 12 - 02,17,,45,3,44,24,12,2,"02, 03, 12, 24, 44, 45"
2018-01-17,01 - 34 - 35 - 07 - 11 - 04,33,,1,34,35,7,11,4,"01, 04, 07, 11, 34, 35"
2018-01-14,42 - 23 - 29 - 08 - 01 - 06,32,,42,23,29,8,1,6,"01, 06, 08, 23, 29, 42"
2018-01-10,09 - 05 - 26 - 22 - 42 - 43,33,,9,5,26,22,42,43,"05, 09, 22, 26, 42, 43"
2018-01-07,14 - 22 - 23 - 33 - 12 - 15,25,,14,22,23,33,12,15,"12, 14, 15, 22, 23, 33"
2018-01-03,14 - 30 - 12 - 37 - 38 - 20,23,,14,30,12,37,38,20,"12, 14, 20, 30, 37, 38"
2017-12-31,10 - 03 - 31 - 39 - 01 - 17,22,,10,3,31,39,1,17,"01, 03, 10, 17, 31, 39"
2017-12-27,33 - 42 - 34 - 16 - 44 - 01,19,,33,42,34,16,44,1,"01, 16, 33, 34, 42, 44"
2017-12-24,45 - 43 - 27 - 11 - 41 - 25,1,37 - 17 - 13,45,43,27,11,41,25,"11, 25, 27, 41, 43, 45"
2017-12-20,15 - 31 - 30 - 10 - 32 - 25,22,27 - 44 - 13 - 05,15,31,30,10,32,25,"10, 15, 25, 30, 31, 32"
2017-12-17,42 - 09 - 30 - 24 - 01 - 37,23,,42,9,30,24,1,37,"01, 09, 24, 30, 37, 42"
2017-12-13,27 - 41 - 14 - 26 - 12 - 06,19,,27,41,14,26,12,6,"06, 12, 14, 26, 27, 41"
2017-12-10,43 - 11 - 12 - 33 - 01 - 35,38,,43,11,12,33,1,35,"01, 11, 12, 33, 35, 43"
2017-12-06,02 - 43 - 21 - 05 - 30 - 27,38,,2,43,21,5,30,27,"02, 05, 21, 27, 30, 43"
2017-12-03,45 - 14 - 35 - 42 - 08 - 09,22,,45,14,35,42,8,9,"08, 09, 14, 35, 42, 45"
2017-11-29,43 - 08 - 07 - 37 - 03 - 27,20,,43,8,7,37,3,27,"03, 07, 08, 27, 37, 43"
2017-11-26,14 - 01 - 27 - 11 - 23 - 37,3,,14,1,27,11,23,37,"01, 11, 14, 23, 27, 37"
2017-11-22,41 - 25 - 06 - 03 - 08 - 24,20,,41,25,6,3,8,24,"03, 06, 08, 24, 25, 41"
2017-11-19,42 - 03 - 20 - 11 - 36 - 15,12,,42,3,20,11,36,15,"03, 11, 15, 20, 36, 42"
2017-11-15,21 - 45 - 44 - 38 - 34 - 36,19,,21,45,44,38,34,36,"21, 34, 36, 38, 44, 45"
2017-11-12,28 - 23 - 05 - 21 - 04 - 01,17,,28,23,5,21,4,1,"01, 04, 05, 21, 23, 28"
2017-11-08,36 - 38 - 05 - 45 - 35 - 29,34,,36,38,5,45,35,29,"05, 29, 35, 36, 38, 45"
2017-11-05,34 - 13 - 19 - 22 - 44 - 05,16,,34,13,19,22,44,5,"05, 13, 19, 22, 34, 44"
2017-11-01,16 - 01 - 21 - 11 - 15 - 25,13,,16,1,21,11,15,25,"01, 11, 15, 16, 21, 25"
2017-10-29,17 - 13 - 38 - 31 - 03 - 22,45,,17,13,38,31,3,22,"03, 13, 17, 22, 31, 38"
2017-10-25,03 - 37 - 38 - 18 - 36 - 32,13,,3,37,38,18,36,32,"03, 18, 32, 36, 37, 38"
2017-10-22,42 - 18 - 24 - 45 - 17 - 32,25,,42,18,24,45,17,32,"17, 18, 24, 32, 42, 45"
2017-10-18,34 - 19 - 05 - 18 - 23 - 02,35,,34,19,5,18,23,2,"02, 05, 18, 19, 23, 34"
2017-10-15,23 - 39 - 45 - 31 - 21 - 33,8,,23,39,45,31,21,33,"21, 23, 31, 33, 39, 45"
2017-10-11,19 - 44 - 25 - 13 - 40 - 30,42,,19,44,25,13,40,30,"13, 19, 25, 30, 40, 44"
2017-10-08,26 - 05 - 24 - 35 - 09 - 06,32,,26,5,24,35,9,6,"05, 06, 09, 24, 26, 35"
2017-10-04,33 - 20 - 26 - 19 - 16 - 04,43,,33,20,26,19,16,4,"04, 16, 19, 20, 26, 33"
2017-10-01,30 - 17 - 33 - 35 - 19 - 14,26,,30,17,33,35,19,14,"14, 17, 19, 30, 33, 35"
2017-09-27,35 - 24 - 45 - 29 - 22 - 31,41,,35,24,45,29,22,31,"22, 24, 29, 31, 35, 45"
2017-09-24,21 - 02 - 26 - 09 - 36 - 42,29,,21,2,26,9,36,42,"02, 09, 21, 26, 36, 42"
2017-09-20,35 - 15 - 08 - 42 - 45 - 03,11,,35,15,8,42,45,3,"03, 08, 15, 35, 42, 45"
2017-09-17,18 - 16 - 45 - 27 - 22 - 05,35,,18,16,45,27,22,5,"05, 16, 18, 22, 27, 45"
2017-09-13,35 - 19 - 08 - 18 - 16 - 25,37,,35,19,8,18,16,25,"08, 16, 18, 19, 25, 35"
2017-09-10,22 - 13 - 34 - 42 - 02 - 10,5,,22,13,34,42,2,10,"02, 10, 13, 22, 34, 42"
2017-09-06,37 - 09 - 17 - 36 - 13 - 21,41,,37,9,17,36,13,21,"09, 13, 17, 21, 36, 37"
2017-09-03,31 - 09 - 43 - 01 - 03 - 44,6,,31,9,43,1,3,44,"01, 03, 09, 31, 43, 44"
2017-08-30,41 - 08 - 32 - 26 - 12 - 36,40,,41,8,32,26,12,36,"08, 12, 26, 32, 36, 41"
2017-08-27,39 - 08 - 21 - 03 - 11 - 22,33,,39,8,21,3,11,22,"03, 08, 11, 21, 22, 39"
2017-08-23,41 - 10 - 08 - 36 - 25 - 13,26,,41,10,8,36,25,13,"08, 10, 13, 25, 36, 41"
2017-08-20,05 - 25 - 20 - 44 - 09 - 30,11,,5,25,20,44,9,30,"05, 09, 20, 25, 30, 44"
2017-08-16,43 - 13 - 04 - 40 - 19 - 06,30,,43,13,4,40,19,6,"04, 06, 13, 19, 40, 43"
2017-08-13,13 - 08 - 18 - 15 - 10 - 43,1,,13,8,18,15,10,43,"08, 10, 13, 15, 18, 43"
2017-08-09,24 - 36 - 18 - 31 - 02 - 01,5,,24,36,18,31,2,1,"01, 02, 18, 24, 31, 36"
2017-08-06,29 - 26 - 44 - 28 - 13 - 11,38,,29,26,44,28,13,11,"11, 13, 26, 28, 29, 44"
2017-08-02,15 - 11 - 22 - 44 - 14 - 20,32,,15,11,22,44,14,20,"11, 14, 15, 20, 22, 44"
2017-07-30,30 - 41 - 23 - 03 - 26 - 28,15,,30,41,23,3,26,28,"03, 23, 26, 28, 30, 41"
2017-07-26,02 - 18 - 25 - 15 - 30 - 32,10,,2,18,25,15,30,32,"02, 15, 18, 25, 30, 32"
2017-07-23,27 - 31 - 05 - 09 - 38 - 13,41,39 - 02 - 37,27,31,5,9,38,13,"05, 09, 13, 27, 31, 38"
2017-07-19,40 - 15 - 36 - 35 - 06 - 38,24,30 - 23 - 27,40,15,36,35,6,38,"06, 15, 35, 36, 38, 40"
2017-07-16,22 - 40 - 31 - 32 - 16 - 34,1,,22,40,31,32,16,34,"16, 22, 31, 32, 34, 40"
2017-07-12,12 - 36 - 35 - 08 - 17 - 02,32,,12,36,35,8,17,2,"02, 08, 12, 17, 35, 36"
2017-07-09,30 - 08 - 23 - 16 - 35 - 38,41,,30,8,23,16,35,38,"08, 16, 23, 30, 35, 38"
2017-07-05,38 - 12 - 37 - 24 - 21 - 34,30,,38,12,37,24,21,34,"12, 21, 24, 34, 37, 38"
2017-07-02,08 - 16 - 37 - 07 - 22 - 20,39,,8,16,37,7,22,20,"07, 08, 16, 20, 22, 37"
2017-06-28,22 - 15 - 09 - 10 - 38 - 30,3,,22,15,9,10,38,30,"09, 10, 15, 22, 30, 38"
2017-06-25,04 - 25 - 03 - 31 - 43 - 01,26,,4,25,3,31,43,1,"01, 03, 04, 25, 31, 43"
2017-06-21,23 - 10 - 45 - 17 - 35 - 22,32,,23,10,45,17,35,22,"10, 17, 22, 23, 35, 45"
2017-06-18,18 - 25 - 36 - 22 - 01 - 06,12,,18,25,36,22,1,6,"01, 06, 18, 22, 25, 36"
2017-06-14,39 - 13 - 03 - 05 - 02 - 35,42,,39,13,3,5,2,35,"02, 03, 05, 13, 35, 39"
2017-06-11,41 - 03 - 28 - 01 - 13 - 09,37,,41,3,28,1,13,9,"01, 03, 09, 13, 28, 41"
2017-06-07,29 - 27 - 05 - 24 - 38 - 34,13,,29,27,5,24,38,34,"05, 24, 27, 29, 34, 38"
2017-06-04,44 - 03 - 01 - 31 - 36 - 04,12,,44,3,1,31,36,4,"01, 03, 04, 31, 36, 44"
2017-05-31,13 - 19 - 05 - 44 - 43 - 24,16,,13,19,5,44,43,24,"05, 13, 19, 24, 43, 44"
2017-05-28,41 - 35 - 16 - 31 - 37 - 29,4,38 - 28,41,35,16,31,37,29,"16, 29, 31, 35, 37, 41"
2017-05-24,18 - 36 - 43 - 42 - 02 - 28,5,25 - 40 - 23 - 07,18,36,43,42,2,28,"02, 18, 28, 36, 42, 43"
2017-05-21,29 - 34 - 43 - 22 - 15 - 02,40,36,29,34,43,22,15,2,"02, 15, 22, 29, 34, 43"
2017-05-17,34 - 23 - 22 - 16 - 11 - 31,37,29,34,23,22,16,11,31,"11, 16, 22, 23, 31, 34"
2017-05-14,17 - 22 - 14 - 05 - 15 - 33,40,,17,22,14,5,15,33,"05, 14, 15, 17, 22, 33"
2017-05-10,22 - 05 - 10 - 24 - 27 - 41,21,,22,5,10,24,27,41,"05, 10, 22, 24, 27, 41"
2017-05-07,03 - 21 - 04 - 33 - 43 - 45,35,,3,21,4,33,43,45,"03, 04, 21, 33, 43, 45"
2017-05-03,05 - 10 - 24 - 36 - 39 - 43,38,,5,10,24,36,39,43,"05, 10, 24, 36, 39, 43"
2017-04-30,04 - 10 - 15 - 28 - 44 - 45,23,,4,10,15,28,44,45,"04, 10, 15, 28, 44, 45"
2017-04-26,02 - 05 - 09 - 17 - 24 - 26,39,,2,5,9,17,24,26,"02, 05, 09, 17, 24, 26"
2017-04-23,01 - 09 - 13 - 34 - 36 - 39,40,,1,9,13,34,36,39,"01, 09, 13, 34, 36, 39"
2017-04-19,12 - 13 - 19 - 23 - 24 - 42,27,,12,13,19,23,24,42,"12, 13, 19, 23, 24, 42"
2017-04-16,11 - 15 - 20 - 31 - 36 - 45,38,,11,15,20,31,36,45,"11, 15, 20, 31, 36, 45"
2017-04-12,05 - 10 - 25 - 32 - 33 - 41,40,,5,10,25,32,33,41,"05, 10, 25, 32, 33, 41"
2017-04-09,11 - 13 - 15 - 20 - 37 - 43,29,,11,13,15,20,37,43,"11, 13, 15, 20, 37, 43"
2017-04-05,04 - 16 - 19 - 22 - 23 - 30,32,,4,16,19,22,23,30,"04, 16, 19, 22, 23, 30"
2017-04-02,03 - 07 - 18 - 28 - 34 - 44,6,,3,7,18,28,34,44,"03, 07, 18, 28, 34, 44"
2017-03-29,02 - 17 - 28 - 31 - 34 - 41,33,,2,17,28,31,34,41,"02, 17, 28, 31, 34, 41"
2017-03-26,08 - 12 - 18 - 23 - 32 - 33,44,,8,12,18,23,32,33,"08, 12, 18, 23, 32, 33"
2017-03-22,08 - 11 - 13 - 18 - 20 - 30,5,,8,11,13,18,20,30,"08, 11, 13, 18, 20, 30"
2017-03-19,05 - 08 - 17 - 19 - 26 - 34,22,,5,8,17,19,26,34,"05, 08, 17, 19, 26, 34"
2017-03-15,13 - 22 - 23 - 27 - 32 - 42,17,,13,22,23,27,32,42,"13, 22, 23, 27, 32, 42"
2017-03-12,01 - 03 - 14 - 29 - 32 - 35,21,,1,3,14,29,32,35,"01, 03, 14, 29, 32, 35"
2017-03-08,02 - 18 - 20 - 26 - 29 - 33,7,,2,18,20,26,29,33,"02, 18, 20, 26, 29, 33"
2017-03-05,01 - 14 - 19 - 37 - 43 - 44,41,,1,14,19,37,43,44,"01, 14, 19, 37, 43, 44"
2017-03-01,01 - 02 - 14 - 19 - 32 - 39,37,,1,2,14,19,32,39,"01, 02, 14, 19, 32, 39"
